N-01,N-02,N-03,N-04,N-05,N-06,N-07,N-08,N-09,N-10,N-11,N-12,N-13,N-14,N-15,N-16,N-17,N-18,N-19,N-20,
0.00,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.21,0.00,0.28,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.21,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.21,0.00,0.28,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.21,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.21,0.00,0.28,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.21,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.21,0.00,0.28,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.21,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.21,0.00,0.28,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.21,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.21,0.00,0.28,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.21,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.21,0.00,0.28,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.21,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.21,0.00,0.28,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.21,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.21,0.00,0.28,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.21,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.21,0.00,0.28,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.21,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.21,0.00,0.28,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.21,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.21,0.00,0.28,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.21,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.21,0.00,0.28,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.21,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.21,0.00,0.28,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.21,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.21,0.00,0.28,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.21,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.21,0.00,0.28,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.21,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.21,0.00,0.28,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.21,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.21,0.00,0.28,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.21,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.21,0.00,0.28,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.21,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.21,0.00,0.28,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.21,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.21,0.00,0.28,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.21,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.21,0.00,0.28,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.21,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.21,0.00,0.28,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.21,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.21,0.00,0.28,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.21,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.21,0.00,0.28,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.21,0.00,
0.01,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.21,0.00,0.28,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.21,0.00,
0.01,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.21,0.00,0.28,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.21,0.00,
0.01,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.21,0.00,0.28,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.21,0.00,
0.01,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.21,0.00,0.28,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.21,0.00,
0.01,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.21,0.00,0.28,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.21,0.00,
0.01,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.21,0.00,0.28,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.21,0.00,
0.01,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.21,0.00,0.28,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.21,0.00,
0.01,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.21,0.00,0.28,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.21,0.00,
0.01,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.21,0.00,0.28,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.21,0.00,
0.01,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.21,0.00,0.28,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.21,0.00,
0.01,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.21,0.00,0.28,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.21,0.00,
0.01,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.21,0.00,0.28,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.21,0.00,
0.02,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.21,0.00,0.28,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.21,0.00,
0.02,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.21,0.00,0.28,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.21,0.00,
0.02,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.21,0.00,0.28,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.21,0.00,
0.02,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.21,0.00,0.28,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.21,0.00,
0.02,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.21,0.00,0.28,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.21,0.00,
0.02,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.21,0.00,0.27,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.21,0.00,
0.02,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.21,0.00,0.27,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.21,0.00,
0.02,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.21,0.00,0.27,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.21,0.00,
0.02,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.21,0.00,0.27,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.21,0.00,
0.02,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.21,0.00,0.27,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.21,0.00,
0.02,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.21,0.00,0.27,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.21,0.00,
0.03,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.21,0.00,0.27,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.21,0.00,
0.03,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.21,0.00,0.27,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.21,0.00,
0.03,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.21,0.00,0.27,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.21,0.00,
0.03,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.21,0.00,0.27,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.21,0.00,
0.03,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.21,0.00,0.27,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.21,0.00,
0.03,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.21,0.00,0.27,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.21,0.00,
0.03,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.21,0.00,0.27,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.21,0.00,
0.03,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.21,0.00,0.27,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.21,0.00,
0.03,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.21,0.00,0.27,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.21,0.00,
0.03,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.21,0.00,0.27,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.21,0.00,
0.03,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.21,0.00,0.27,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.21,0.00,
0.04,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.21,0.00,0.26,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.21,0.00,
0.04,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.21,0.00,0.26,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.21,0.00,
0.04,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.21,0.00,0.26,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.21,0.00,
0.04,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.21,0.00,0.26,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.21,0.00,
0.04,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.21,0.00,0.26,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.21,0.00,
0.04,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.21,0.00,0.26,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.21,0.00,
0.04,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.21,0.00,0.26,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.21,0.00,
0.04,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.21,0.00,0.26,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.21,0.00,
0.04,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.21,0.00,0.26,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.21,0.00,
0.04,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.21,0.00,0.26,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.21,0.00,
0.05,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.21,0.00,0.26,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.21,0.00,
0.05,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.21,0.00,0.26,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.21,0.00,
0.05,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.21,0.00,0.26,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.21,0.00,
0.05,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.21,0.00,0.25,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.21,0.00,
0.05,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.21,0.00,0.25,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.21,0.00,
0.05,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.21,0.00,0.25,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.21,0.00,
0.05,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.21,0.00,0.25,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.21,0.00,
0.05,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.21,0.00,0.25,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.21,0.00,
0.05,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.25,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,
0.06,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.25,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,
0.06,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.25,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,
0.06,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.25,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,
0.06,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.25,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,
0.06,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.24,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,
0.06,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.24,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,
0.06,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.24,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,
0.06,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.24,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,
0.07,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.24,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,
0.07,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.24,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,
0.07,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.24,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,
0.07,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.24,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,
0.07,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.24,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,
0.07,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.23,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,
0.07,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.23,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,
0.08,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.23,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,
0.08,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.23,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,
0.08,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.23,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,
0.08,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.23,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,
0.08,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.23,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,
0.08,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.22,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,
0.08,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.22,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,
0.09,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.22,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,
0.09,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.22,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,
0.09,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.22,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,
0.09,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.22,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,
0.09,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.22,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,
0.09,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.21,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,
0.10,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.21,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,
0.10,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.21,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,
0.10,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.21,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,
0.10,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.21,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,
0.10,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.21,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,
0.10,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.21,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,
0.11,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.20,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,
0.11,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.20,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,
0.11,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.20,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,
0.11,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.20,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,
0.11,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.20,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,
0.11,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.19,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,
0.12,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.19,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,
0.12,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.19,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,
0.12,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.19,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,
0.12,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.19,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,
0.12,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.19,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,
0.13,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.18,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,
0.13,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.18,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,
0.13,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.18,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,
0.13,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.18,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,
0.14,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.18,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,
0.14,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,
0.14,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,
0.14,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,
0.14,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,
0.15,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.16,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,
0.15,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.16,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,
0.15,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.16,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,
0.15,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.16,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,
0.16,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.16,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,
0.16,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.15,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,
0.16,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.15,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,
0.16,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.15,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,
0.17,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.15,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,
0.17,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.14,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,
0.17,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.14,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,
0.17,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.14,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,
0.18,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.14,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,
0.18,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.13,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,
0.18,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.13,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,
0.18,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.13,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,
0.19,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.13,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,
0.19,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.12,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,
0.19,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.12,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,
0.19,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.12,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,
0.20,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.11,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,
0.20,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.11,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,
0.20,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.11,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,
0.21,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.11,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,
0.21,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.10,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,
0.21,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.10,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,
0.22,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.10,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,
0.22,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.09,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,
0.22,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.09,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,
0.23,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.09,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,
0.23,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.08,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,
0.23,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.08,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,
0.23,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.08,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,
0.24,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.07,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,
0.24,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.07,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,
0.25,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.07,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,
0.25,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.06,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,
0.25,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.06,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,
0.26,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.06,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,
