N-01,N-02,N-03,N-04,N-05,N-06,N-07,N-08,N-09,N-10,N-11,N-12,N-13,N-14,N-15,N-16,N-17,N-18,N-19,N-20,
0.00,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.00,0.38,0.55,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.00,0.38,0.55,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.00,0.38,0.55,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.00,0.38,0.55,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.00,0.38,0.55,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.00,0.38,0.55,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.00,0.38,0.55,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.00,0.37,0.55,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.00,0.37,0.55,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.00,0.37,0.55,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.00,0.37,0.55,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.00,0.37,0.55,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.00,0.37,0.55,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.00,0.37,0.55,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.00,0.37,0.55,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.00,0.37,0.55,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.00,0.37,0.54,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.00,0.37,0.54,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.00,0.37,0.54,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.00,0.37,0.54,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.00,0.37,0.54,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.00,0.37,0.54,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.00,0.36,0.54,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.00,0.36,0.54,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.00,0.36,0.54,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.00,0.36,0.54,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.00,0.36,0.54,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.00,0.36,0.54,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.00,0.36,0.54,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.00,0.36,0.54,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.00,0.36,0.54,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.00,0.36,0.53,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.00,0.36,0.53,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.00,0.36,0.53,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.00,0.36,0.53,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.00,0.36,0.53,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.00,0.36,0.53,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.00,0.36,0.53,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.00,0.35,0.53,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.00,0.35,0.53,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.00,0.35,0.53,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.00,0.35,0.53,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.00,0.35,0.53,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.00,0.35,0.53,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.00,0.35,0.52,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.00,0.35,0.52,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.00,0.35,0.52,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.00,0.35,0.52,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.00,0.35,0.52,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.00,0.35,0.52,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.00,0.35,0.52,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.00,0.35,0.52,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.00,0.35,0.52,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.00,0.35,0.52,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.00,0.35,0.52,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.00,0.35,0.52,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.00,0.34,0.52,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.00,0.34,0.51,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.00,0.34,0.51,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.00,0.34,0.51,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.00,0.34,0.51,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.00,0.34,0.51,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.00,0.34,0.51,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.00,0.34,0.51,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.00,0.34,0.51,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.00,0.34,0.51,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.00,0.34,0.51,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.00,0.34,0.51,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.00,0.34,0.51,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.00,0.34,0.50,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.00,0.34,0.50,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.00,0.34,0.50,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.00,0.34,0.50,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.00,0.34,0.50,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.00,0.34,0.50,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.00,0.34,0.50,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.00,0.33,0.50,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.00,0.33,0.50,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.00,0.33,0.50,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.00,0.33,0.50,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.00,0.33,0.50,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.01,0.33,0.49,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.01,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.01,0.33,0.49,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.01,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.01,0.33,0.49,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.01,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.01,0.33,0.49,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.01,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.01,0.33,0.49,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.01,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.01,0.33,0.49,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.01,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.01,0.33,0.49,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.01,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.01,0.33,0.49,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.01,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.02,0.33,0.49,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.02,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.02,0.32,0.49,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.02,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.02,0.32,0.49,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.02,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.02,0.32,0.48,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.02,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.02,0.32,0.48,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.02,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.02,0.32,0.48,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.02,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.02,0.32,0.48,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.02,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.02,0.32,0.48,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.02,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.03,0.31,0.48,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.03,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.03,0.31,0.48,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.03,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.03,0.31,0.48,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.03,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.03,0.31,0.48,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.03,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.03,0.31,0.48,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.03,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.03,0.31,0.48,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.03,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.03,0.30,0.47,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.03,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.03,0.30,0.47,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.03,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.03,0.30,0.47,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.03,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.04,0.30,0.47,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.04,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.04,0.30,0.47,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.04,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.04,0.30,0.47,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.04,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.04,0.29,0.47,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.04,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.04,0.29,0.47,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.04,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.04,0.29,0.47,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.04,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.04,0.29,0.47,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.04,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.04,0.29,0.47,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.04,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.05,0.28,0.47,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.05,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.05,0.28,0.46,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.05,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.05,0.28,0.46,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.05,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.05,0.28,0.46,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.05,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.05,0.27,0.46,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.05,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.05,0.27,0.46,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.05,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.05,0.27,0.46,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.05,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.05,0.27,0.46,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.05,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.06,0.27,0.46,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.06,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.06,0.26,0.46,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.06,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.06,0.26,0.46,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.06,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.06,0.26,0.46,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.06,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.06,0.26,0.45,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.06,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.06,0.25,0.45,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.06,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.06,0.25,0.45,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.06,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.06,0.25,0.45,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.06,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.07,0.24,0.45,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.07,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.07,0.24,0.45,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.07,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.07,0.24,0.45,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.07,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.07,0.24,0.45,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.07,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.07,0.23,0.45,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.07,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.07,0.23,0.45,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.07,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.07,0.23,0.45,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.07,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.08,0.22,0.44,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.08,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.08,0.22,0.44,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.08,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.08,0.22,0.44,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.08,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.08,0.21,0.44,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.08,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.08,0.21,0.44,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.08,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.08,0.21,0.44,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.08,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.09,0.21,0.44,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.09,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.09,0.20,0.44,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.09,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.09,0.20,0.44,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.09,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.09,0.20,0.44,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.09,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.09,0.19,0.44,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.09,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.09,0.19,0.44,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.09,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.10,0.18,0.43,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.10,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.10,0.18,0.43,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.10,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.10,0.18,0.43,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.10,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.10,0.17,0.43,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.10,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.10,0.17,0.43,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.10,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.11,0.17,0.43,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.11,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.11,0.16,0.43,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.11,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.11,0.16,0.43,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.11,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.11,0.15,0.43,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.11,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.11,0.15,0.43,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.11,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.11,0.15,0.43,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.11,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.12,0.14,0.43,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.12,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.12,0.14,0.42,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.12,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.12,0.13,0.42,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.12,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.12,0.13,0.42,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.12,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.13,0.13,0.42,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.13,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.13,0.12,0.42,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.13,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.13,0.12,0.42,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.13,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.13,0.11,0.42,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.13,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.13,0.11,0.42,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.13,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.14,0.10,0.42,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.14,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.14,0.10,0.42,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.14,0.00,
